client_id,round_number,hierarchy,num_samples,set,accuracy,loss
f2564_59,1,,154,train,0.050724637681159424,3.703263282775879
f2574_64,1,,172,train,0.06493506493506493,3.6509954929351807
f2588_72,1,,167,train,0.05333333333333334,3.6029605865478516
f3101_07,1,,174,train,0.057692307692307696,3.5922510623931885
f3115_25,1,,171,train,0.058823529411764705,3.6345622539520264
f3122_40,1,,8,train,0.14285714285714285,3.148643970489502
f3135_37,1,,183,train,0.07317073170731707,3.5843007564544678
f3137_47,1,,180,train,0.07407407407407407,3.6306686401367188
f3140_49,1,,175,train,0.07643312101910828,3.6557130813598633
f3152_47,1,,170,train,0.0718954248366013,3.649090528488159
f3209_08,1,,182,train,0.0736196319018405,3.604910373687744
f3220_48,1,,179,train,0.07453416149068323,3.6782748699188232
f3273_45,1,,175,train,0.08280254777070063,3.5850257873535156
f3304_23,1,,184,train,0.06666666666666667,3.623868465423584
f3313_11,1,,173,train,0.05161290322580645,3.6339762210845947
f3329_30,1,,179,train,0.062111801242236024,3.6291375160217285
f3342_24,1,,182,train,0.07975460122699386,3.6108477115631104
f3359_42,1,,172,train,0.08441558441558442,3.589322566986084
f3364_36,1,,178,train,0.075,3.6311373710632324
f3396_07,1,,180,train,0.07407407407407407,3.606797695159912
f3404_40,1,,179,train,0.07453416149068323,3.583409547805786
f3407_40,1,,176,train,0.08860759493670886,3.606923818588257
f3443_42,1,,149,train,0.09701492537313433,3.451383590698242
f3444_07,1,,183,train,0.06707317073170732,3.613023281097412
f3505_39,1,,181,train,0.08024691358024691,3.6240246295928955
f3520_45,1,,150,train,0.07407407407407407,3.4244494438171387
f3535_09,1,,178,train,0.06875,3.6283257007598877
f3566_36,1,,126,train,0.04424778761061947,3.343764543533325
f3579_30,1,,153,train,0.0364963503649635,3.687851667404175
f3634_16,1,,174,train,0.08333333333333333,3.5877647399902344
f3635_09,1,,155,train,0.07194244604316546,3.6034252643585205
f3673_48,1,,179,train,0.08074534161490683,3.5725932121276855
f3679_06,1,,177,train,0.06918238993710692,3.5981016159057617
f3733_48,1,,182,train,0.0736196319018405,3.6590044498443604
f3808_45,1,,168,train,0.08609271523178808,3.6194770336151123
f3811_12,1,,181,train,0.08024691358024691,3.666837453842163
f3839_11,1,,153,train,0.072992700729927,3.6343600749969482
f3847_24,1,,133,train,0.07563025210084033,3.4679195880889893
f3860_20,1,,166,train,0.0738255033557047,3.559694528579712
f3868_35,1,,5,train,0.0,3.1491525173187256
f3904_45,1,,153,train,0.051094890510948905,3.6801490783691406
f3909_46,1,,169,train,0.06578947368421052,3.7041995525360107
f3933_30,1,,179,train,0.062111801242236024,3.6122803688049316
f3938_46,1,,162,train,0.07586206896551724,3.594527006149292
f3943_12,1,,180,train,0.08024691358024691,3.6059815883636475
f3964_40,1,,162,train,0.05517241379310345,3.6392040252685547
f3997_45,1,,169,train,0.07894736842105263,3.5651721954345703
f4002_46,1,,182,train,0.07975460122699386,3.605046272277832
f4033_05,1,,170,train,0.06535947712418301,3.668220043182373
f4034_28,1,,177,train,0.07547169811320754,3.57562518119812
f0014_19,1,,379,test,0.02631578947368421,3.861417770385742
f0015_48,1,,371,test,0.0,4.019754409790039
f0022_10,1,,335,test,0.029411764705882353,3.796356201171875
f0023_08,1,,246,test,0.04,3.3912999629974365
f0120_29,1,,302,test,0.0,3.9013729095458984
f0169_09,1,,229,test,0.0,3.66227650642395
f0175_47,1,,330,test,0.0,3.8096323013305664
f0188_36,1,,402,test,0.0,3.822824716567993
f0197_34,1,,417,test,0.023809523809523808,3.8034918308258057
f0211_26,1,,409,test,0.04878048780487805,3.5855088233947754
f0232_28,1,,287,test,0.034482758620689655,3.624211311340332
f0240_02,1,,253,test,0.0,4.166499614715576
f0265_39,1,,379,test,0.02631578947368421,3.668972969055176
f0290_29,1,,355,test,0.0,3.8253605365753174
f0296_20,1,,398,test,0.0,3.7296314239501953
f0308_10,1,,325,test,0.0,3.7889883518218994
f0312_43,1,,417,test,0.07142857142857142,3.551485300064087
f0313_43,1,,333,test,0.029411764705882353,3.7238571643829346
f0335_14,1,,428,test,0.023255813953488372,3.797546625137329
f0367_33,1,,368,test,0.02702702702702703,3.7153377532958984
f0379_10,1,,419,test,0.047619047619047616,3.672673463821411
f0386_15,1,,221,test,0.0,3.7656710147857666
f0412_26,1,,316,test,0.03125,3.5650851726531982
f0443_21,1,,59,test,0.0,3.886838674545288
f0455_26,1,,233,test,0.0,3.768961191177368
f0466_11,1,,402,test,0.024390243902439025,3.8232150077819824
f0476_07,1,,112,test,0.08333333333333333,3.984633207321167
f0519_46,1,,395,test,0.0,3.6203560829162598
f0560_16,1,,232,test,0.0,3.873671531677246
f0567_25,1,,321,test,0.09090909090909091,3.675556182861328
f0575_25,1,,309,test,0.06451612903225806,3.7796754837036133
f0602_16,1,,352,test,0.027777777777777776,4.001602649688721
f0609_12,1,,332,test,0.058823529411764705,3.7593834400177
f0648_23,1,,378,test,0.02631578947368421,3.8346376419067383
f0660_10,1,,397,test,0.025,3.68963885307312
f0662_29,1,,313,test,0.0,4.014482498168945
f0695_31,1,,368,test,0.0,3.872525930404663
f0712_09,1,,353,test,0.0,3.7668211460113525
f0752_25,1,,315,test,0.0,4.052629470825195
f0778_20,1,,360,test,0.05555555555555555,3.6899876594543457
f0783_27,1,,388,test,0.0,4.0444183349609375
f0786_07,1,,257,test,0.0,3.9660937786102295
f0815_12,1,,408,test,0.0,3.597022771835327
f0819_13,1,,339,test,0.0,3.705953359603882
f0822_30,1,,4,test,0.0,5.192852973937988
f0828_34,1,,332,test,0.058823529411764705,3.947537660598755
f0848_42,1,,150,test,0.0,3.740323305130005
f0893_25,1,,361,test,0.05405405405405406,3.7863776683807373
f0915_03,1,,332,test,0.029411764705882353,4.058477878570557
f0924_33,1,,246,test,0.0,3.763230800628662
f0946_31,1,,305,test,0.03225806451612903,3.8281662464141846
f0985_44,1,,277,test,0.0,3.8145041465759277
f0995_43,1,,336,test,0.029411764705882353,3.7228286266326904
f1031_37,1,,362,test,0.02702702702702703,3.787940740585327
f1063_36,1,,376,test,0.05263157894736842,3.735107421875
f1073_05,1,,231,test,0.0,3.6935930252075195
f1102_33,1,,119,test,0.0,4.109945297241211
f1110_03,1,,77,test,0.0,3.6624269485473633
f1113_16,1,,336,test,0.0,3.782845973968506
f1119_27,1,,264,test,0.037037037037037035,3.764754295349121
f1197_00,1,,80,test,0.125,3.670616626739502
f1211_04,1,,379,test,0.05263157894736842,3.7125966548919678
f1240_01,1,,310,test,0.0,3.856933832168579
f1250_24,1,,233,test,0.08333333333333333,3.539820909500122
f1256_05,1,,235,test,0.08333333333333333,3.745008707046509
f1273_29,1,,315,test,0.0625,3.8040614128112793
f1275_19,1,,301,test,0.03225806451612903,3.8953347206115723
f1289_06,1,,302,test,0.06451612903225806,3.719121217727661
f1346_08,1,,170,test,0.0,3.88253116607666
f1353_42,1,,141,test,0.13333333333333333,3.5327203273773193
f1370_48,1,,249,test,0.08,3.605356454849243
f1380_34,1,,290,test,0.06896551724137931,3.7581255435943604
f1407_18,1,,193,test,0.0,3.6661670207977295
f1413_14,1,,284,test,0.0,3.738755941390991
f1446_25,1,,281,test,0.034482758620689655,3.8221724033355713
f1450_34,1,,353,test,0.0,3.7478370666503906
f1465_32,1,,269,test,0.037037037037037035,3.8923704624176025
f1478_41,1,,304,test,0.0967741935483871,3.5735080242156982
f1497_28,1,,336,test,0.058823529411764705,3.709315538406372
f1501_00,1,,161,test,0.17647058823529413,3.3319215774536133
f1521_17,1,,148,test,0.13333333333333333,3.5478625297546387
f1567_20,1,,174,test,0.16666666666666666,3.7574663162231445
f1583_41,1,,181,test,0.05263157894736842,3.7549803256988525
f1593_46,1,,148,test,0.06666666666666667,3.8681015968322754
f1599_48,1,,114,test,0.0,3.396044969558716
f1605_44,1,,89,test,0.1111111111111111,3.3890063762664795
f1613_27,1,,173,test,0.0,3.759016752243042
f1620_12,1,,145,test,0.06666666666666667,4.002623081207275
f1640_48,1,,170,test,0.0,3.727055788040161
f1648_00,1,,151,test,0.0,3.7908291816711426
f1667_29,1,,165,test,0.058823529411764705,3.505486488342285
f1688_24,1,,120,test,0.08333333333333333,3.6013901233673096
f1693_00,1,,166,test,0.058823529411764705,3.5214946269989014
f1702_13,1,,167,test,0.0,3.697808265686035
f1740_04,1,,171,test,0.05555555555555555,3.6048927307128906
f1780_04,1,,108,test,0.09090909090909091,3.411820411682129
f1787_36,1,,151,test,0.0625,3.557900905609131
f1859_39,1,,108,test,0.09090909090909091,3.224423885345459
f1860_06,1,,134,test,0.0,3.672128915786743
f1864_10,1,,132,test,0.14285714285714285,3.8444132804870605
f1879_44,1,,147,test,0.0,3.7002782821655273
f1906_16,1,,173,test,0.05555555555555555,3.7274317741394043
f1907_22,1,,166,test,0.058823529411764705,3.8214473724365234
f1912_13,1,,169,test,0.058823529411764705,3.4350037574768066
f2012_46,1,,166,test,0.0,3.839750051498413
f2018_05,1,,160,test,0.0,3.6659111976623535
f2062_39,1,,137,test,0.07142857142857142,3.487112283706665
f2083_33,1,,159,test,0.0625,3.525022029876709
f2088_14,1,,171,test,0.05555555555555555,3.5374488830566406
f2127_59,1,,164,test,0.058823529411764705,3.451164484024048
f2129_55,1,,178,test,0.0,3.7735257148742676
f2175_59,1,,150,test,0.06666666666666667,3.3742709159851074
f2176_64,1,,159,test,0.0,3.88706374168396
f2186_55,1,,172,test,0.1111111111111111,3.618544340133667
f2202_76,1,,139,test,0.0,3.557804584503174
f2210_96,1,,5,test,0.0,3.960857391357422
f2235_81,1,,5,test,0.0,3.2506051063537598
f2261_76,1,,173,test,0.1111111111111111,3.761500120162964
f2287_60,1,,174,test,0.0,3.798280954360962
f2288_58,1,,157,test,0.0625,3.702453851699829
f2316_50,1,,159,test,0.0625,3.7573792934417725
f2333_98,1,,168,test,0.058823529411764705,3.7986278533935547
f2339_76,1,,176,test,0.1111111111111111,3.843353748321533
